PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE
P06576,Karapakkam,1609,21-07-2009,123,2,2,4,Family,Yes,30-07-1972,Commercial,AllPub,No Access,I,507364,101473,11274750
P06635,Karapakkam,891,9/7/2009,49,1,1,3,Family,Yes,12/7/1996,Commercial,NoSewr ,Paved,C,335990,135996,7999750
P05387,Karapakkam,1665,5/3/2010,117,2,2,4,Partial,No,8/3/1999,Others,NoSeWa,Gravel,C,370998,170041,7729125
P04672,Anna Nagar,1965,22-07-2010,122,2,1,5,Family,Yes,31-07-1975,Others,AllPub,No Access,RL,562035,172934,14411150
P03054,Chrompet,1157,5/6/2011,27,1,1,3,AdjLand,No,6/6/2005,Commercial,AllPub,No Access,RH,353721,101063,12632900
P04443,KK Nagar,2064,30-08-2010,101,3,2,5,AbNormal,No,4/9/1989,Commercial,NoSeWa,Gravel,RL,725904,362952,16497820
P09502,Chrompet,1181,6/11/2006,12,1,1,3,Family,No,10/11/1990,Others,NoSeWa,Gravel,RL,246189,98476,9847570
P07197,KK Nagar,1653,24-01-2009,132,2,1,4,Normal Sale,Yes,29-01-1989,Others,NoSeWa,Paved,RL,528909,237469,10794060
P07077,KK Nagar,2282,4/3/2009,72,4,2,6,Normal Sale,No,11/3/1982,House,NoSewr ,Gravel,RM,401648,267765,12171140
P06221,Karapakkam,1531,3/10/2009,169,2,2,4,AbNormal,No,12/10/1974,Commercial,ELO,Gravel,RH,538209,286281,11451250
P03718,Anna Nagar,1629,25-01-2011,164,1,1,4,AdjLand,No,26-01-2005,Commercial,ELO,Gravel,RM,578234,179452,19939120
P01320,Chrompet,1081,10/8/2012,27,1,1,3,AdjLand,Yes,20-08-1973,Others,NoSeWa,Gravel,RH,303131,136898,9778420
P06212,Karapakkam,1041,5/10/2009,190,1,1,3,AdjLand,Yes,7/10/2002,Commercial,NoSeWa,No Access,I,352765,117588,9045250
P09202,Chrompet,1175,27-02-2007,29,1,1,3,Family,Yes,6/3/1979,House,AllPub,Paved,RL,302517,58552,9758600
P04637,Chrompet,810,27-07-2010,171,1,1,3,AdjLand,No,3/8/1981,Commercial,NoSeWa,Paved,RH,276639,128439,9879950
P07764,KK Nagar,1722,10/8/2008,197,2,1,4,Partial,No,15-08-1989,House,AllPub,Paved,RM,391839,235104,9795980
P02441,Karapakkam,1475,3/10/2011,86,2,2,4,AdjLand,No,8/10/1990,House,NoSewr ,Paved,RL,373331,207406,8296250
P06673,Anna Nagar,1522,29-06-2009,81,1,1,4,Family,No,30-06-2004,House,AllPub,Paved,RL,304965,214605,11295000
P01066,Anna Nagar,1556,16-01-2013,181,,1,4,Partiall,No,23-01-1986,House,NoSewr ,No Access,RM,313136,107978,10797790
P08274,Chrompet,1286,3/3/2008,156,2,1,4,AdjLand,Yes,5/3/2000,Commercial,ELO,No Access,RL,433921,149628,14962800
P05968,Velachery,1803,19-11-2009,10,3,2,5,AbNormal,Yes,23-11-1995,House,NoSeWa,Paved,RM,438761,161649,11546330
P02170,Chrompet,866,25-11-2011,147,1,1,3,AbNormal,No,2/12/1982,Commercial,NoSewr ,No Access,RL,284854,152600,10173350
P01928,Adyar,1178,13-01-2012,121,1,1,3,AdjLand,Yes,17-01-1993,House,ELO,Paved,C,302357,51833,8638785
P08048,Anna Nagar,1626,11/5/2008,155,1,1,4,Normal Sale,No,14-05-1999,Others,NoSewr ,Paved,RL,398859,141531,12866410
P08368,Anna Nagar,1589,27-01-2008,48,1,1,4,Normal Sale,Yes,29-01-2000,House,NoSeWa,No Access,RL,372788,156330,12025410
P00262,Chrompet,1165,18-08-2014,68,1,1,3,Partial,No,27-08-1979,House,ELO,No Access,RL,234058,98153,7550250
P04108,Adyar,618,5/11/2010,57,1,1,2,Normal Sale,No,14-11-1974,Commercial,ELO,Paved,RH,277924,25266,8421940
P01294,Chrompet,1144,24-08-2012,131,1,1,3,Family,No,3/9/1974,Others,NoSeWa,Gravel,RL,261559,158803,9341380
P08814,Adyar,1201,9/8/2007,83,2,2,4,Partial,No,18-08-1971,Commercial,NoSeWa,Paved,RM,468704,213047,14203140
P05227,Karapakkam,879,6/4/2010,158,1,1,2,Partial,Yes,15-04-1973,House,AllPub,Paved,RH,252530,157831,6313250
P05011,Anna Nagar,1501,18-05-2010,78,1,1,4,Normal Sale,Yes,27-05-1975,Others,ELO,Gravel,RM,463319,68135,13627030
P06744,Adyar,1289,7/6/2009,181,2,2,4,Normal Sale,Yes,12/6/1991,Commercial,AllPub,Gravel,RM,607616,190965,17360470
P06535,KK Nagar,1741,29-07-2009,11,2,1,4,Partial,Yes,1/8/1999,Others,AllPub,Paved,RH,366038,219623,10458220
P04105,Karapakkam,1585,6/11/2010,48,2,2,4,Partial,No,17-11-1965,Commercial,ELO,Paved,RM,503864,215942,11996750
P08400,Chrompet,897,14-01-2008,104,1,1,3,Family,Yes,16-01-1999,House,ELO,Gravel,RL,284051,64141,9162950
P09324,Chrompet,1172,17-01-2007,77,1,1,3,AbNormal,Yes,22-01-1987,House,ELO,No Access,RM,300750,116419,9701600
P06429,Karapakkam,1321,20-08-2009,193,1,1,3,Normal Sale,Yes,25-08-1991,Others,AllPub,Paved,RH,409314,102329,8527375
P03582,Karapakkam,798,22-02-2011,21,1,1,2,Family,No,25-02-1998,Others,NoSeWa,No Access,I,189714,58721,4517000
P05210,T Nagar,1808,10/4/2010,123,2,1,5,AdjLand,No,15-04-1990,Commercial,NoSewr ,No Access,RM,758028,286822,20487250
P01428,Chrompet,934,11/5/2012,168,1,1,3,AbNormal,No,15-05-1996,Others,NoSeWa,Paved,RH,217688,116619,7774580
P03431,Chrompet,961,28-03-2011,161,1,1,3,Partial,Yes,4/4/1982,Others,AllPub,No Access,RL,215933,34549,8637320
P07342,Adyar,962,14-12-2008,15,1,1,3,AbNormal,No,17-12-1997,Others,ELO,Paved,A,235848,95614,6374265
P07377,KK Nagar,1778,4/12/2008,92,3,2,5,Family,No,6/12/2001,Others,AllPub,Paved,RL,327586,147942,10567300
P06555,Anna Nagar,1756,25-07-2009,187,1,1,4,AbNormal,Yes,28-07-1997,House,ELO,Paved,RH,371064,210269,12368790
P03297,Karapakkam,1023,18-04-2011,199,1,1,3,Partial,No,19-04-2005,Others,NoSewr ,Paved,A,163153,71979,4798625
P05282,Adyar,784,25-03-2010,74,1,1,2,Normal Sale,No,2/4/1979,House,ELO,No Access,RL,224786,85948,6611365
P07263,KK Nagar,1485,5/1/2009,77,2,1,4,Family,No,8/1/1998,House,AllPub,Paved,RH,344199,98343,8195220
P02682,KK Nagar,2177,19-08-2011,119,3,2,5,Normal Sale,Yes,22-08-1999,Others,AllPub,Gravel,RL,542127,189745,13553180
P04242,KK Nagar,2088,8/10/2010,161,3,2,5,Family,Yes,12/10/1992,Others,NoSewr ,Paved,RM,605347,270474,12879720
P02936,Adyar,1181,26-06-2011,156,1,1,3,Partial,Yes,2/7/1987,Others,ELO,No Access,I,328316,126275,8418360
P05183,KK Nagar,1308,14-04-2010,177,1,1,3,Partial,No,16-04-2001,House,AllPub,Gravel,RM,339237,220046,9168580
P06148,Karapakkam,663,12/10/2009,102,1,1,2,AbNormal,No,17-10-1990,House,ELO,No Access,I,122104,91578,3815750
P05270,T Nagar,1975,28-03-2010,0,2,1,5,AdjLand,Yes,29-03-2005,House,NoSeWa,No Access,RH,339179,189940,13567150
P06683,Chrompet,749,26-06-2009,180,1,1,2,Normal Sale,No,2/7/1987,Commercial,ELO,Gravel,RH,240198,124903,9607900
P07079,Velachery,1727,3/3/2009,73,2,1,4,AbNormal,Yes,11/3/1976,House,ELO,Gravel,A,289436,74426,8269610
P04144,KK Nagar,2158,28-10-2010,50,3,2,5,AbNormal,Yes,1/11/1993,Others,NoSeWa,Paved,RM,394623,105233,13154100
P01387,Chrompet,1157,15-06-2012,19,1,1,3,Normal Sale,No,18-06-2002,House,NoSewr ,Gravel,RL,293108,47276,9455100
P07485,T Nagar,1832,26-10-2008,138,2,1,5,AdjLand,No,1/11/1987,Commercial,NoSeWa,Gravel,RM,845790,260243,21686920
P09391,Chrompet,1138,24-12-2006,23,1,1,3,AbNormal,Yes,28-12-1991,Commercial,NoSeWa,Gravel,RH,372628,220817,13801050
P02880,Chrompet,770,6/7/2011,191,1,1,2,AbNormal,No,7/7/2006,House,AllPub,No Access,RH,171416,50790,6348750
P07122,T Nagar,1842,16-02-2009,33,2,1,5,Normal Sale,No,22-02-1986,House,NoSeWa,Gravel,RL,365124,208643,13040160
P06966,T Nagar,1882,3/4/2009,117,2,1,5,Family,Yes,14-04-1967,Commercial,ELO,No Access,RH,731190,197619,19761890
P08119,Chrompet,757,20-04-2008,155,1,1,2,AdjLand,Yes,24-04-1994,Others,ELO,No Access,RM,247934,132822,8854790
P05812,Velachery,1884,18-12-2009,92,3,2,5,Normal Sale,Yes,27-12-1972,House,ELO,Paved,RH,308619,209064,9955440
P03688,KK Nagar,1729,31-01-2011,82,2,1,4,AbNormal,Yes,1/2/2005,Others,NoSewr ,Paved,RH,489601,212870,10643500
P06592,Adyar,866,18-07-2009,177,1,1,3,Family,Yes,25-07-1980,Others,ELO,Paved,A,206669,86668,6666735
P05319,Karapakkam,919,18-03-2010,146,1,1,3,AbNormal,Yes,22-03-1994,Commercial,AllPub,Gravel,RL,497683,137657,10589000
P05600,KK Nagar,1587,27-01-2010,80,2,1,4,Family,No,28-01-2005,House,NoSeWa,Paved,RL,368332,161707,8983700
P00579,Chrompet,1282,23-12-2013,109,2,1,4,AbNormal,Yes,27-12-1997,Others,NoSewr ,Gravel,RH,343274,77513,11073340
P04203,Chrompet,928,18-10-2010,79,1,1,3,Normal Sale,No,27-10-1972,Others,ELO,Paved,RM,279010,76094,8454860
P08329,Chrompet,898,12/2/2008,18,1,1,3,Normal Sale,No,19-02-1979,House,ELO,Paved,RH,190460,47615,6802150
P02371,Adyar,692,16-10-2011,118,1,1,2,AbNormal,Yes,22-10-1986,Commercial,NoSewr ,No Access,A,273510,85960,7814575
P01806,T Nagar,1972,5/2/2012,175,2,1,5,Partial,Yes,14-02-1973,Others,ELO,Paved,RH,487956,181241,13941590
P02475,KK Nagar,2079,28-09-2011,102,3,2,5,Partial,No,30-09-2001,Others,NoSeWa,Paved,RH,471086,177966,10468580
P05550,KK Nagar,1486,5/2/2010,128,2,1,4,Partial,No,8/2/1999,Commercial,NoSeWa,Paved,RL,529906,214486,12616820
P08353,Anna Nagar,1742,4/2/2008,9,1,1,4,AdjLand,Yes,14-02-1967,Commercial,NoSewr ,Paved,RM,755385,188846,20982920
P00979,T Nagar,1936,22-03-2013,103,2,1,5,AbNormal,Yes,28-03-1989,House,NoSeWa,Paved,RL,441219,261974,13788080
P01981,Karapakkam,1214,3/1/2012,145,1,1,3,AdjLand,No,15-01-1963,Commercial,NoSeWa,No Access,RM,309558,89872,9985750
P02523,Karapakkam,1257,17-09-2011,133,1,1,3,AbNormal,Yes,25-09-1977,House,ELO,No Access,RH,326340,126540,6660000
P06297,Karapakkam,841,17-09-2009,118,1,1,2,Partial,Yes,22-09-1990,House,AllPub,No Access,I,241009,42846,5355750
P06085,KK Nagar,2255,27-10-2009,181,4,2,6,Normal Sale,No,31-10-1995,Commercial,AllPub,Paved,RH,509468,424557,16982280
P09805,Velachery,1605,2/6/2005,3,2,1,4,Partial,Yes,11/6/1971,Commercial,NoSeWa,Paved,RH,426538,151352,13759280
P00390,Chrompet,1188,20-05-2014,111,1,1,3,AbNormal,No,23-05-2000,Commercial,NoSeWa,Paved,RH,346688,64202,12840300
P01110,Chrompet,1213,17-12-2012,142,2,1,4,Partial,Yes,19-12-2005,Others,NoSewr ,No Access,RL,256077,30729,10243060
P05907,Chrompet,731,1/12/2009,89,1,1,2,Family,Yes,11/12/1971,Commercial,NoSewr ,Paved,RM,363980,121327,11029700
P06053,KK Nagar,1781,2/11/2009,185,3,2,5,Partial,Yes,4/11/2003,Commercial,NoSewr ,Gravel,RL,679338,274970,16174720
P00231,Chrompet,702,5/9/2014,62,1,1,2,Family,No,10/9/1995,Commercial,NoSewr ,Paved,RH,248725,97714,8883050
P08790,Anna Nagar,1949,18-08-2007,2,2,1,5,Normal Sale,No,22-08-1988,Others,NoSewr ,Gravel,RM,526206,278580,15476650
P05194,Anna Nagar,1857,12/4/2010,71,2,1,5,AbNormal,No,19-04-1980,Others,NoSewr ,Gravel,RL,366422,225491,14093160
P02555,KK Nagar,1904,12/9/2011,73,3,2,5,AbNormal,No,18-09-1986,Others,AllPub,Paved,RL,517554,194083,10782380
P01485,Karapakkam,1199,3/4/2012,91,1,1,3,AbNormal,No,13-04-1974,Commercial,ELO,Paved,C,352778,180309,7839500
P03383,Karapakkam,1228,5/4/2011,141,1,1,3,AdjLand,Yes,8/4/1999,Commercial,ELO,Gravel,RH,553488,219089,11531000
P07012,Velachery,1786,24-03-2009,37,2,1,4,AbNormal,Yes,27-03-1998,Commercial,NoSeWa,Gravel,RM,672394,224131,17240870
P09579,Velachery,1953,10/9/2006,106,3,2,5,Family,Yes,23-09-1953,Others,ELO,No Access,C,294242,151579,8916410
P05034,Karapakkam,1287,13-05-2010,140,1,1,3,Partial,No,20-05-1983,Commercial,AllPub,Gravel,RL,513769,185831,10931250
P07883,KK Nagar,1369,4/7/2008,55,2,1,4,AdjLand,No,12/7/1978,House,NoSewr ,Paved,RM,355048,182076,9103800
P03125,KK Nagar,1771,23-05-2011,64,2,1,4,AbNormal,Yes,28-05-1991,House,AllPub,Gravel,RL,476879,221804,11090200
P01412,Adyar,1082,23-05-2012,100,1,1,3,AbNormal,Yes,30-05-1984,House,NoSewr ,Gravel,I,348757,110134,9177820
P06696,KK Nagar,1636,23-06-2009,141,2,1,4,AbNormal,Yes,29-06-1984,House,AllPub,Paved,RL,422365,191070,10056300
P06610,Karapakkam,602,14-07-2009,0,1,1,2,AdjLand,No,21-07-1983,Others,NoSeWa,Paved,RM,328013,118085,6560250
P06116,T Nagar,1854,20-10-2009,29,2,1,5,AbNormal,No,27-10-1980,House,ELO,No Access,RL,316030,175572,11704830
P04702,Karapakkam,1655,15-07-2010,89,2,2,4,AbNormal,Yes,21-07-1985,Others,ELO,No Access,RM,482056,236109,9837875
P04434,Adyar,698,31-08-2010,140,1,1,2,Family,No,4/9/1994,Commercial,NoSewr ,Gravel,RH,365524,108669,9879040
P00790,Chrompt,1101,21-07-2013,74,1,1,3,Family,No,29-07-1982,House,NoSeWa,Gravel,RL,214316,85727,8572650
P01681,Karapakkam,785,26-02-2012,173,1,1,2,AdjLand,Yes,3/3/1990,Others,AllPub,Paved,I,223597,65764,6576375
P06609,Adyar,1135,15-07-2009,172,1,1,3,AbNormal,Yes,24-07-1975,House,AllPub,Gravel,RM,364528,110463,11046310
P03874,Karapakkam,1308,24-12-2010,9,1,1,3,AdjLand,Yes,1/1/1978,Others,ELO,Paved,RH,395628,107149,8242250
P09270,Adyar,924,6/2/2007,100,1,1,3,Family,No,12/2/1981,Commercial,AllPub,No Access,RH,359448,42288,10571990
P02471,Karapakkam,508,28-09-2011,67,1,1,2,AdjLand,Yes,10/10/1962,Commercial,ELO,Gravel,I,214712,161034,6709750
P04799,Velachery,1725,28-06-2010,60,2,1,4,AbNormal,No,30-06-2002,House,AllPub,Paved,RL,314149,196343,9817160
P02867,Karapakkam,1665,9/7/2011,122,2,2,4,AdjLand,No,11/7/2001,Commercial,AllPub,No Access,I,368432,92108,11513500
P04766,KK Nagar,1868,3/7/2010,98,3,2,5,Partial,Yes,5/7/2001,Others,NoSewr ,Gravel,RH,374489,215615,11348140
P09490,Anna Nagar,1951,13-11-2006,120,2,1,5,Family,Yes,22-11-1970,Commercial,ELO,No Access,RH,527076,222994,20272170
P01200,T Nagar,1665,27-10-2012,159,1,1,4,Normal Sale,Yes,2/11/1990,Commercial,AllPub,Paved,RM,516407,103281,20656290
P09330,Anna Nagar,1537,15-01-2007,16,1,1,4,AdjLand,No,19-01-1992,Commercial,AllPub,Paved,RH,706816,123693,17670400
P04599,Chrompet,912,3/8/2010,199,1,1,3,Family,Yes,9/8/1984,Commercial,AllPub,Paved,RH,359082,173750,11583300
P06026,Karapakkam,724,7/11/2009,77,1,1,2,Normal Sale,Yes,15-11-1978,Commercial,AllPub,Paved,RH,393629,184765,8033250
P02448,Karapakkam,516,2/10/2011,186,1,1,2,Partial,No,10/10/1978,Commercial,NoSewr ,No Access,A,149929,63303,3331750
P05971,T Nagar,1764,18-11-2009,118,1,1,4,AdjLand,Yes,28-11-1971,Others,AllPub,No Access,RL,391192,251480,13971130
P01104,Chrompet,872,25-12-2012,166,1,1,3,Family,No,2/1/1983,Others,ELO,Gravel,RH,200037,115406,7693740
P08294,Chrompet,887,25-02-2008,46,1,1,3,Normal Sale,Yes,6/3/1969,Commercial,AllPub,Gravel,RM,380435,157421,13118450
P03172,Chrompet,1080,13-05-2011,56,1,1,3,Partial,Yes,15-05-2002,Commercial,ELO,Paved,RH,330766,114496,12721750
P07370,Chrompet,1045,6/12/2008,172,1,1,3,Partial,Yes,14-12-1976,House,AllPub,Gravel,RL,312840,151680,9480000
P01555,Karapakkam,1530,18-03-2012,128,2,2,4,Family,No,21-03-2001,Commercial,NoSewr ,No Access,RM,481850,301156,12046250
P08535,Adyar,1132,16-11-2007,190,1,1,3,Family,No,17-11-2002,House,NoSeWa,No Access,A,199662,54453,6050375
P06220,KK Nagar,2365,4/10/2009,21,4,2,6,Partial,Yes,10/10/1984,Others,NoSewr ,Paved,RL,516992,245571,12924800
P09612,Velachery,1781,9/7/2006,30,2,1,4,AbNormal,No,18-07-1968,House,AllPub,Paved,RM,391892,190922,10048510
P03340,Chrompet,1138,11/4/2011,70,1,1,3,Family,No,21-04-1971,Commercial,NoSeWa,Paved,RH,388423,164786,11770400
P02488,KK Nagar,2375,25-09-2011,26,4,2,6,Family,No,29-09-1993,House,AllPub,Gravel,RH,489398,239009,11381360
P04232,Karapakkam,1115,10/10/2010,65,1,1,3,Normal Sale,No,13-10-1999,Others,ELO,No Access,RH,186746,62249,6224875
P06972,Chrompet,811,2/4/2009,39,1,1,3,AdjLand,No,12/4/1970,Commercial,ELO,Paved,RM,326702,163351,10890050
P00589,Anna Nagar,1586,19-12-2013,14,1,1,4,Family,No,30-12-1969,House,AllPub,Paved,RL,272061,195884,10882430
P08298,Chrompet,1103,23-02-2008,10,1,1,3,AdjLand,Yes,24-02-2002,Others,NoSeWa,Gravel,RH,274581,116169,10560810
P05570,Karapakkam,939,1/2/2010,169,1,1,3,Normal Sale,Yes,7/2/1986,House,AllPub,No Access,C,260999,111857,5326500
P09713,Velachery,1727,2/1/2006,65,2,1,4,Family,No,13-01-1964,House,NoSewr ,Gravel,A,293672,146836,7341790
P02171,T Nagar,1672,25-11-2011,169,1,1,4,Family,No,28-11-1998,Commercial,AllPub,Paved,RL,567333,340400,18911110
P01219,Anna Nagar,1581,18-10-2012,143,1,1,4,Normal Sale,Yes,22-10-1997,Commercial,NoSewr ,No Access,RH,702429,144088,18011000
P01422,Anna Nagar,1781,15-05-2012,109,1,1,4,Normal Sale,No,22-05-1985,Commercial,AllPub,No Access,RM,732194,178101,19789040
P06788,KK Nagar,1668,24-05-2009,132,2,1,4,AdjLand,No,29-05-1988,Commercial,AllPub,Gravel,RH,424177,268645,14139220
P05956,Adyar,1263,21-11-2009,58,2,2,4,AdjLand,No,1/12/1969,House,AllPub,No Access,I,293288,63414,7926700
P08024,Adyar,819,17-05-2008,7,1,1,3,Normal Sale,No,21-05-1995,House,AllPub,No Access,RL,269438,14969,7484395
P03631,Karapakkam,1145,11/2/2011,190,1,1,3,Normal Sale,No,19-02-1980,House,NoSewr ,Paved,RL,274230,75413,6855750
P01944,Chrompet,1074,10/1/2012,3,1,1,3,Normal Sale,Yes,19-01-1973,Commercial,NoSeWa,Gravel,RH,322616,141951,12904650
P06720,T Nagar,1707,15-06-2009,36,1,1,4,Family,No,25-06-1971,Others,ELO,Paved,RM,352546,235031,13057270
P07109,KK Nagar,2145,21-02-2009,70,3,2,5,AdjLand,No,27-02-1987,Commercial,NoSeWa,Gravel,RL,607510,433936,17357440
P08885,Adyar,737,6/7/2007,17,1,1,2,Partial,No,13-07-1976,House,NoSewr ,No Access,RM,276667,96833,6916665
P02595,Adyar,1178,5/9/2011,109,1,1,3,Partial,No,12/9/1983,Others,AllPub,No Access,A,246125,79824,6652020
P09438,Adyar,1261,7/12/2006,144,2,2,4,AdjLand,Yes,17-12-1967,Others,NoSewr ,Paved,C,337865,57920,9653285
P03047,Karapakkam,807,6/6/2011,67,1,1,2,Normal Sale,Yes,7/6/2004,Others,NoSeWa,No Access,RM,235705,60827,7603375
P08919,Chrompet,1167,20-06-2007,142,1,1,3,Partial,No,22-06-1996,Others,NoSeWa,Gravel,RL,244751,78320,9790040
P03406,Karapakkam,1575,1/4/2011,78,2,2,4,AdjLand,No,11/4/1968,House,NoSewr ,No Access,RL,373858,106817,7629750
P03712,Karapakkam,1177,26-01-2011,77,1,1,3,Partial,No,31-01-1990,House,AllPub,No Access,RM,245499,56114,7014250
P01568,Karapakkam,1069,16-03-2012,177,1,1,3,AbNormal,No,27-03-1971,Others,AllPub,No Access,C,205090,60595,4661125
P06587,Adyar,679,19-07-2009,120,1,1,2,AbNormal,No,26-07-1982,Others,AllPub,No Access,C,169861,46326,5147305
P04917,Karapakkam,642,4/6/2010,119,1,1,2,AbNormal,Yes,11/6/1980,Commercial,ELO,Gravel,I,346602,169614,7374500
P09640,Velachery,1850,7/5/2006,30,3,2,5,Family,Yes,19-05-1956,House,NoSewr ,Gravel,RH,317302,81884,10235550
P09519,Anna Nagar,1692,28-10-2006,128,1,1,4,Partial,No,1/11/1990,Commercial,ELO,Paved,RH,679243,142999,17874820
P04326,T Nagar,1788,22-09-2010,188,1,1,4,AdjLand,Yes,24-09-2000,Commercial,NoSeWa,Gravel,RH,742623,381920,21217800
P09416,Adyar,817,16-12-2006,40,1,1,3,Partial,No,19-12-1994,Commercial,NoSeWa,Paved,RM,346796,173398,11559880
P02577,Karapakkam,1639,8/9/2011,43,2,2,4,Partial,Yes,17-09-1975,House,NoSewr ,Gravel,RL,416438,170361,9464500
P05150,Karapakkam,883,19-04-2010,1,1,1,2,Normal Sale,No,30-04-1966,Others,NoSewr ,Paved,C,170682,58391,4491625
P08492,Velachery,1827,9/12/2007,162,3,2,5,AdjLand,No,10/12/2001,House,NoSewr ,Paved,C,325727,184872,8803420
P07040,Anna Nagar,1986,13-03-2009,199,2,1,5,Family,No,18-03-1990,Others,AllPub,No Access,RH,516583,211931,13245710
P09826,Velachery,1958,16-04-2005,65,3,2,5,AbNormal,Yes,21-04-1987,Commercial,AllPub,No Access,C,465110,210050,15003560
P07294,Adyar,870,28-12-2008,94,1,1,3,Normal Sale,No,4/1/1984,Commercial,NoSeWa,No Access,RL,352152,53356,10671275
P09986,Velachery,1662,14-05-2004,15,2,1,4,Partial,No,25-05-1963,House,ELO,Paved,RH,306997,149563,7871720
P06858,Anna Nagar,1835,5/5/2009,124,2,1,5,AbNormal,No,11/5/1987,Others,AllPub,Paved,RM,461752,230876,14429740
P02112,Adyar,1270,9/12/2011,179,2,2,4,Normal Sale,Yes,17-12-1977,Others,AllPub,No Access,RH,407424,101856,10185610
P07309,KK Nagar,2292,25-12-2008,122,4,2,6,Partial,Yes,29-12-1995,Others,NoSewr ,Paved,RL,466074,245984,12946500
P06200,Karapakkam,1028,6/10/2009,99,1,1,3,Partial,No,10/10/1994,Commercial,AllPub,Gravel,RL,400050,220028,10001250
P06380,KK Nagar,1865,3/9/2009,111,3,2,5,Partial,Yes,9/9/1987,Commercial,NoSewr ,Gravel,RM,829837,287902,16935440
P06410,Adyar,981,25-08-2009,169,1,1,3,Family,Yes,27-08-2000,Others,NoSeWa,No Access,RL,345874,56088,9347935
P02738,Karapakkam,916,8/8/2011,113,1,1,3,Normal Sale,Yes,19-08-1966,Others,NoSeWa,Gravel,A,266278,114119,5434250
P08757,Velachery,1908,31-08-2007,60,3,2,5,Normal Sale,Yes,3/9/1995,Others,NoSewr ,Paved,RH,373232,209943,11663490
P01936,Anna Nagar,1936,12/1/2012,58,2,1,5,Normal Sale,Yes,21-01-1974,Others,AllPub,Paved,RM,420915,280610,15589440
P01684,Velachery,1926,26-02-2012,3,3,2,5,AdjLand,No,11/3/1957,House,NoSeWa,Paved,RM,413480,165392,10337000
P08693,Chrompet,1083,18-09-2007,34,1,1,3,Family,Yes,27-09-1969,Commercial,NoSeWa,Gravel,RM,397625,213014,14200900
P07094,Anna Nagar,1780,28-02-2009,27,1,1,4,AbNormal,Yes,8/3/1977,House,AllPub,Paved,RM,520955,178221,13709340
P06076,Velachery,1707,28-10-2009,94,2,1,4,AdjLand,No,10/11/1957,Commercial,NoSeWa,Gravel,I,547408,95796,13685190
P03655,Chrompet,900,7/2/2011,145,1,1,3,AbNormal,No,13-02-1988,Others,ELO,Gravel,RH,230644,47720,7953250
P09448,T Nagar,1519,1/12/2006,91,1,1,4,AdjLand,No,6/12/1986,Others,NoSewr ,Gravel,RH,332986,209658,12332820
P08688,T Nagar,1934,21-09-2007,119,2,1,5,AbNormal,Yes,25-09-1988,Commercial,NoSeWa,Paved,RL,838032,154374,22053480
P05980,Karapakkam,1043,16-11-2009,106,1,1,3,Family,Yes,23-11-1981,Others,NoSeWa,Gravel,I,323692,183916,7356625
P04304,Karapakkam,704,26-09-2010,1,1,1,2,Normal Sale,Yes,6/10/1971,Others,NoSewr ,Paved,RM,352236,168780,7338250
P04191,Karapakkam,1539,19-10-2010,71,2,2,4,Partial,No,24-10-1990,Commercial,AllPub,Gravel,A,309876,169932,9996000
P04115,Karapakkam,1279,3/11/2010,182,1,1,3,Partial,Yes,9/11/1986,Others,NoSewr ,No Access,I,219172,89039,6849125
P03902,Karapakkam,1568,17-12-2010,143,2,2,4,AdjLand,Yes,20-12-1996,Commercial,NoSeWa,No Access,A,376650,209250,10462500
P08133,KK Nagar,2011,13-04-2008,119,3,2,5,Normal Sale,Yes,17-04-1992,Commercial,NoSewr ,Gravel,RL,560765,315431,17523920
P05776,Karapakkam,1566,24-12-2009,79,2,2,4,AbNormal,No,1/1/1978,Commercial,NoSeWa,Gravel,A,350350,190190,10010000
P03224,KK Nagar,1812,2/5/2011,196,3,2,5,Partial,No,3/5/2004,Commercial,AllPub,Paved,RL,699047,297467,14873340
P06052,T Nagar,1729,2/11/2009,104,1,1,4,AdjLand,No,5/11/1998,Commercial,NoSewr ,Gravel,RL,716143,225073,20461220
P07818,Anna Nagar,1569,23-07-2008,187,1,1,4,Partial,Yes,31-07-1976,House,AllPub,No Access,RL,336942,67388,11231390
P05383,KK Nagar,2068,6/3/2010,155,3,2,5,Family,Yes,9/3/1997,Others,NoSewr ,Gravel,RL,419470,139823,12711220
P01215,Anna Nagar,1869,21-10-2012,69,2,1,5,AdjLand,No,30-10-1976,Others,NoSeWa,Gravel,RM,525381,105076,15010890
P00738,Chrompet,1271,27-08-2013,3,2,1,4,AbNormal,No,30-08-2001,Others,NoSewr ,Paved,RL,314317,121671,10139270
P05359,KK Nagar,1527,11/3/2010,121,2,1,4,Family,No,13-03-2000,House,AllPub,Gravel,RM,390304,230179,10007800
P03420,Karapakkam,601,30-03-2011,149,1,1,2,Family,No,4/4/1989,House,AllPub,No Access,RM,169080,84540,5636000
P08460,Adyar,1206,24-12-2007,63,2,2,4,AbNormal,No,29-12-1984,House,ELO,Gravel,C,283595,102409,7877645
P09036,Anna Nagar,1878,6/5/2007,163,2,1,5,Normal Sale,No,15-05-1971,House,NoSeWa,No Access,RL,316333,93728,11716020
